,Row Names,pclass,Name,Age,Embarked,Current Home Destination,Room,Ticket #,Boat #,Gender,Had Chronic Illness (Y/N),Birth Town,Birth Town,Survived (Y/N)
607,608,3rd,"Abelseth, Mr Olaus",25,Southampton,"Perkins County, SD",,,A,male,Y,HONG KONG,CHINA,Y
608,609,3rd,"Abraham, Mrs Joseph (Sophie Easu)",18,Cherbourg,"Greensburg, PA",,,,female,N,TEL AVIV,ISRAEL,Y
609,610,3rd,"Abrahamsson, Mr August",20,Southampton,"Taalintehdas, Finland Hoboken, NJ",,,15,male,N,,,Y
610,611,3rd,"Adahl, Mr Mauritz Nils Martin",30,Southampton,"Asarum, Sweden Brooklyn, NY",,7076,-72,male,Y,NEW YORK,UNITED STATES,N
611,612,3rd,"Adams, Mr John",26,Southampton,"Bournemouth, England",,,-103,male,N,SANTA MONICA,UNITED STATES,N
612,613,3rd,"Ahlin, Mrs Johanna Persdotter",40,Southampton,"Sweden Akeley, MN",,,,female,Y,SANTA MONICA,UNITED STATES,N
613,614,3rd,"Ahmed, Mr Ali",24,Southampton,,,,,male,Y,VANCOUVER,BRITISH COLUMBIA,N
614,615,3rd,"Aijo-Nirva, Mr Isak",41,Southampton,"Finland Sudbury, ON",,,,male,N,HONG KONG,CHINA,N
615,616,3rd,"Aks, Mrs Sam (Leah Rosen)",18,Southampton,"London, England Norfolk, VA",,392091,13,female,N,,,Y
616,617,3rd,"Aks, Master Philip",0.8333,Southampton,"London, England Norfolk, VA",,392091,11,male,N,HONG KONG,CHINA,Y
617,618,3rd,"Alexander, Mr William",23,Southampton,"England Albion, NY",,,,male,Y,,,N
618,619,3rd,"Alhomaki, Mr Ilmari Rudolf",20,Southampton,"Salo, Finland Astoria, OR",,,,male,Y,CAPE TOWN,SOUTH AFRICA,N
619,620,3rd,"Ali, Mr William",25,Southampton,Argentina,,,-79,male,N,SYDNEY,AUSTRALIA,N
620,621,3rd,"Allen, Mr William Henry",35,Southampton,"Lower Clapton, Middlesex or Erdington, Birmingham",,,,male,Y,MONTREAL,CANADA,N
621,622,3rd,"Allum, Mr Owen George",17,Southampton,"Windsor, England New York, NY",,,-259,male,N,LONDON,UNITED KINGDOM,N
622,623,3rd,"Andersen, Mr Albert Karvin",32,Southampton,"Bergen, Norway",,,-260,male,Y,LONDON,UNITED KINGDOM,N
623,624,3rd,"Andersen, Mr Thor Olsvigen",20,Southampton,"Oslo, Norway Cameron, WI",,,-89,male,Y,NEW YORK,UNITED STATES,N
624,625,3rd,"Andersson, Mr Anders Johan",39,Southampton,"Sweden Winnipeg, MN",,,,male,N,HONG KONG,CHINA,N
625,626,3rd,"Andersson, Mrs Anders Johan (Alfrida K. Brogren)",39,Southampton,"Sweden Winnipeg, MN",,,,female,Y,EDINBURGH,SCOTLAND,N
626,627,3rd,"Andersson, Miss Ebba Iris",6,Southampton,"Sweden Winnipeg, MN",,,,female,N,ISTANBUL,TURKEY,N
627,628,3rd,"Andersson, Miss Ellis Anna Maria",2,Southampton,"Sweden Winnipeg, MN",,,,female,N,VANCOUVER,BRITISH COLUMBIA,N
628,629,3rd,"Andersson, Miss Erna",17,Southampton,"Ruotsinphyhtaa, Finland New York, NY",,,,female,N,MONTREAL,CANADA,Y
629,630,3rd,"Andersson, Miss Ida Augusta Margareta",38,Southampton,"Vadsbro, Sweden Ministee, MI",,,,female,N,CHICAGO,UNITED STATES,N
630,631,3rd,"Andersson, Miss Ingeborg Constancia",9,Southampton,"Sweden Winnipeg, MN",,,,female,Y,BEIJING,CHINA,N
631,632,3rd,"Andersson, Mr Johan Samuel",26,Southampton,"Hartford, CT",,,,male,N,LONDON,UNITED KINGDOM,N
632,633,3rd,"Andersson, Miss Sigrid Elizabeth",11,Southampton,"Sweden Winnipeg, MN",,,,female,N,TEL AVIV,ISRAEL,N
633,634,3rd,"Andersson, Master Sigvard Harald Elias",4,Southampton,"Sweden Winnipeg, MN",,,,male,Y,CHICAGO,UNITED STATES,N
634,635,3rd,"Andreasson, Mr Paul Edvin",20,Southampton,"Sweden Chicago, IL",,,,male,Y,,,N
635,636,3rd,"Angheloff, Mr Minko",26,Southampton,"Bulgaria Chicago, IL",,,,male,Y,CAPE TOWN,SOUTH AFRICA,N
636,637,3rd,"Arnold, Mr Josef",25,Southampton,"Altdorf, Switzerland",,,,male,N,CHICAGO,UNITED STATES,N
637,638,3rd,"Arnold, Mrs Josef (Josephine Frank)",18,Southampton,"Altdorf, Switzerland",,,,female,N,SYDNEY,AUSTRALIA,N
638,639,3rd,"Aronsson, Mr Ernst Axel Algot",24,Southampton,"Sweden Joliet, IL",,,,male,Y,HONOLULU,HAWAII,N
639,640,3rd,"Asim, Mr Adola",35,Southampton,,,,,male,N,EDINBURGH,SCOTLAND,N
640,641,3rd,"Asplund, Mr Carl Oscar Vilhelm Gustafsson",40,Southampton,"Sweden  Worcester, MA",,,-142,male,N,CAPE TOWN,SOUTH AFRICA,N
641,642,3rd,"Asplund, Mrs Carl Oscar (Selma Augusta Johansson)",38,Southampton,"Sweden  Worcester, MA",,,4,female,N,TEL AVIV,ISRAEL,Y
642,643,3rd,"Asplund, Master Carl Edgar",5,Southampton,"Sweden  Worcester, MA",,,,male,N,KUALA LUMPUR,MALAYSIA,N
643,644,3rd,"Asplund, Master Clarence Gustaf Hugo",9,Southampton,"Sweden Worcester, MA",,,,male,N,EDINBURGH,SCOTLAND,N
644,645,3rd,"Aspland, Master Edvin Rojj Felix",3,Southampton,"Sweden Worcester, MA",,,4,male,N,ISTANBUL,TURKEY,Y
645,646,3rd,"Asplund, Master Filip Oscar",13,Southampton,"Sweden Worcester, MA",,,,male,N,BEIJING,CHINA,N
646,647,3rd,"Asplund, Mr John Charles",23,Southampton,"Oskarshamn, Sweden Minneapolis, MN",,,,male,Y,SYDNEY,AUSTRALIA,Y
647,648,3rd,"Asplund, Miss Lillian Gertrud",5,Southampton,"Sweden Worcester, MA",,,4,female,Y,BEIJING,CHINA,Y
648,649,3rd,"Assaf, Mr Gerios",,Cherbourg,"Ottawa, ON",,,,male,Y,ISTANBUL,TURKEY,N
649,650,3rd,"Assaf, Mrs Mariana",45,Cherbourg,"Ottawa, ON",,,C,female,N,MIAMI BEACH,FLORIDA,Y
650,651,3rd,"Assam, Mr Ali",23,Southampton,,,,,male,N,CAPE TOWN,SOUTH AFRICA,N
651,652,3rd,"Attalah, Miss Malaka",17,Cherbourg,,,,,female,N,ISTANBUL,TURKEY,N
652,653,3rd,"Attala (Kalil), Mr Solomon",27,Cherbourg,"Ottawa, ON",,,,male,N,EDINBURGH,SCOTLAND,N
653,654,3rd,"Augustsson, Mr Albert",23,Southampton,"Krakoryd, Sweden Bloomington, IL",,,,male,N,,,N
654,655,3rd,"Baccos, Mr Rafoul",20,Cherbourg,,,,,male,N,NICE,FRANCE,N
655,656,3rd,"Backstrom, Mr Karl Alfred",32,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,male,Y,BEIJING,CHINA,N
656,657,3rd,"Backstrom, Mrs Karl Alfred (Maria Mathilda Gustafsson)",33,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,female,Y,LONDON,UNITED KINGDOM,Y
657,658,3rd,"Baclini, Miss Eugenie",3,Cherbourg,"Syria New York, NY",,,,female,N,ISTANBUL,TURKEY,Y
658,659,3rd,"Baclini, Miss Helene",,Cherbourg,"Syria New York, NY",,,,female,Y,NICE,FRANCE,Y
659,660,3rd,"Baclini, Miss Maria",,Cherbourg,"Syria New York, NY",,,,female,Y,RIO DE JANEIRO,BRAZIL,Y
660,661,3rd,"Baclini, Mrs Solomon (Latifa)",,Cherbourg,"Syria New York, NY",,,,female,N,TEL AVIV,ISRAEL,Y
661,662,3rd,"Badman, Miss Emily Louisa",18,Southampton,"London Skanteales, NY",,,,female,Y,,,Y
662,663,3rd,"Badt, Mr Mohamed",40,Cherbourg,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
663,664,3rd,"Balkic, Mr Cerin",26,Southampton,,,,,male,N,KUALA LUMPUR,MALAYSIA,N
664,665,3rd,"Banoura, Miss Ayout",15,Cherbourg,"Syria Youngstown, OH",,,,female,Y,TEL AVIV,ISRAEL,Y
665,666,3rd,"Barbara, Mrs Catherine",45,Cherbourg,"Syria Ottawa, ON",,,,female,N,ISTANBUL,TURKEY,N
666,667,3rd,"Barbara, Miss Saude",18,Cherbourg,"Syria Ottawa, ON",,,,female,N,HONG KONG,CHINA,N
667,668,3rd,"Barry, Miss Julia",27,Queenstown,"New York, NY",,,,female,N,,,N
668,669,3rd,Barton Mr David,22,Southampton,"England New York, NY",,,,male,Y,KUALA LUMPUR,MALAYSIA,N
669,670,3rd,"Beavan, Mr William Thomas",19,Southampton,England,,,,male,N,SYDNEY,AUSTRALIA,N
670,671,3rd,"Bengtsson, Mr John Viktor",26,Southampton,"Krakudden, Sweden Moune, IL",,,,male,N,HONG KONG,CHINA,N
671,672,3rd,Berglund. Mr Karl Ivar Sven,22,Southampton,"Tranvik, Finland New York",,,,male,Y,,,N
672,673,3rd,"Betros, Mr Tannous",20,Cherbourg,Syria,,,,male,Y,ISTANBUL,TURKEY,N
673,674,3rd,"Bing, Mr Lee",32,Southampton,"Hong Kong New York, NY",,,,male,N,MIAMI BEACH,FLORIDA,Y
674,675,3rd,"Birkeland, Mr Hans",21,Southampton,"Brennes, Norway New York",,,,male,Y,TEL AVIV,ISRAEL,N
675,676,3rd,"Bjorklund, Ernst Herbert",18,Southampton,"Stockholm, Sweden New York",,,,male,Y,KUALA LUMPUR,MALAYSIA,N
676,677,3rd,"Bostandyeff, Mr Guentcho",26,Southampton,"Bulgaria Chicago, IL",,,,male,N,KUALA LUMPUR,MALAYSIA,N
677,678,3rd,"Boulos, Master Akar",6,Cherbourg,"Syria Kent, ON",,,,male,Y,CHICAGO,UNITED STATES,N
678,679,3rd,"Boulos, Mr Hanna",,Cherbourg,Syria,,,,male,N,HONOLULU,HAWAII,N
679,680,3rd,"Boulos, Mrs Joseph (Sultana)",,Cherbourg,"Syria Kent, ON",,,,female,Y,CHICAGO,UNITED STATES,N
680,681,3rd,"Boulos, Miss Laura",9,Cherbourg,"Syria Kent, ON",,,,female,N,HONG KONG,CHINA,N
681,682,3rd,"Bourke, Mr John",40,Queenstown,"Ireland Chicago, IL",,,,male,N,SYDNEY,AUSTRALIA,N
682,683,3rd,"Bourke, Mrs John (Catherine)",32,Queenstown,"Ireland Chicago, IL",,,,female,Y,,,N
683,684,3rd,"Bourke, Miss Mary",,Queenstown,"Ireland Chicago, IL",,,,female,Y,,,N
684,685,3rd,"Bowen, Mr David",26,Southampton,"Treherbert, Cardiff, Wales",,,,male,Y,HONG KONG,CHINA,N
685,686,3rd,"Bradley, Miss Bridget Delia",18,Queenstown,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY",,,13,female,Y,HONG KONG,CHINA,Y
686,687,3rd,"Braf, Miss Elin Ester Maria",20,Southampton,"Medeltorp, Sweden Chicago, IL",,,,female,N,CAPE TOWN,SOUTH AFRICA,N
687,688,3rd,"Brahim, Mr Youssef",,Cherbourg,,,,,male,N,RIO DE JANEIRO,BRAZIL,N
688,689,3rd,"Braund, Mr Lewis Richard",29,Southampton,"Bridgerule, Devon",,,,male,N,KUALA LUMPUR,MALAYSIA,N
689,690,3rd,"Braund, Mr Owen Harris",22,Southampton,"Bridgerule, Devon",,,,male,N,VANCOUVER,BRITISH COLUMBIA,N
690,691,3rd,"Brobek, Mr Karl Rudolf",22,Southampton,"Sweden Worcester, MA",,,,male,N,MONTREAL,CANADA,N
691,692,3rd,"Brocklebank, Mr William Alfred",35,Southampton,"Broomfield, Chelmsford, England",,,,male,Y,BEIJING,CHINA,N
692,693,3rd,"Buckley, Mr Daniel",21,Queenstown,"Kingwilliamstown, Co Cork, Ireland New York, NY",,,,male,Y,VANCOUVER,BRITISH COLUMBIA,Y
693,694,3rd,"Buckley, Miss Katherine",20,Queenstown,"Co Cork, Ireland Roxbury, MA",,,-299,female,N,NEW YORK,UNITED STATES,N
694,695,3rd,"Burke, Mr Jeremiah",19,Queenstown,"Co Cork, Ireland Charlestown, MA",,,,male,N,MONTREAL,CANADA,N
695,696,3rd,"Burns, Miss Mary Delia",18,Queenstown,"Co Sligo, Ireland New York, NY",,,,female,Y,,,N
696,697,3rd,"Cacic, Mr Grego",18,Southampton,Croatia,,,,male,N,CHICAGO,UNITED STATES,N
697,698,3rd,"Cacic, Mr Luka",38,Southampton,Croatia,,,,male,N,ISTANBUL,TURKEY,N
698,699,3rd,"Cacic, Mr Manda",,Southampton,Croatia,,,,male,Y,HONOLULU,HAWAII,N
699,700,3rd,"Cacic, Mr Maria",30,Southampton,Croatia,,,,male,N,,,N
700,701,3rd,"Calic, Mr Peter",17,Southampton,,,,,male,N,HONG KONG,CHINA,N
701,702,3rd,"Canavan, Miss Mary",21,Queenstown,,,,,female,N,ISTANBUL,TURKEY,N
702,703,3rd,"Canavan, Mr Patrick",21,Queenstown,"Ireland Philadelphia, PA",,,,male,N,ISTANBUL,TURKEY,N
703,704,3rd,"Cann, Mr Ernest",21,Southampton,,,,,male,Y,ISTANBUL,TURKEY,N
704,705,3rd,"Caram (Kareem), Mr Joseph",,Cherbourg,"Ottawa, ON",,,,male,N,MONTREAL,CANADA,N
705,706,3rd,"Caram (Kareem), Mrs Joseph (Maria Elias)",,Cherbourg,"Ottawa, ON",,,,female,N,MONTREAL,CANADA,N
706,707,3rd,"Carlsson, Mr Carl Robert",24,Southampton,"Goteborg, Sweden Huntley, IL",,,,male,Y,EDINBURGH,SCOTLAND,N
707,708,3rd,"Carlsson, Mr Frans Olof",33,Southampton,"New York, NY",,,,male,N,LONDON,UNITED KINGDOM,N
708,709,3rd,"Carlsson, Mr Julius",33,Southampton,,,,,male,N,NICE,FRANCE,N
709,710,3rd,"Carlsson, Mr August Sigfrid",28,Southampton,"Dagsas, Sweden Fower, MN",,,,male,Y,KUALA LUMPUR,MALAYSIA,N
710,711,3rd,"Carr, Miss Helen",16,Queenstown,"Co Longford, Ireland New York, NY",,,,female,Y,KUALA LUMPUR,MALAYSIA,Y
711,712,3rd,"Carr, Miss Jeannie",37,Queenstown,"Co Sligo, Ireland Hartford, CT",,,,female,Y,HONG KONG,CHINA,N
712,713,3rd,"Carver, Mr Alfred John",28,Southampton,"St Denys, Southampton, Hants",,,,male,Y,MONTREAL,CANADA,N
713,714,3rd,"Cassem, Mr Nassef Belmenly",,Cherbourg,"Syria Fredericksburg, VA",,,,male,N,SYDNEY,AUSTRALIA,Y
714,715,3rd,"Celotti, Mr Francesco",24,Southampton,London,,,,male,N,,,N
715,716,3rd,"Chartens, Mr David",21,Southampton,"Ireland New York, NY",,,,male,Y,ISTANBUL,TURKEY,N
716,717,3rd,"Chebab, Mr Emir Farres",,Cherbourg,,,,,male,Y,HONG KONG,CHINA,N
717,718,3rd,"Chip, Mr Chang",32,Southampton,"Hong Kong New York, NY",,,,male,Y,HONG KONG,CHINA,N
718,719,3rd,"Christmann, Mr Emil",29,Southampton,,,,,male,Y,HONG KONG,CHINA,N
719,720,3rd,"Chronopoulos, Mr Apostolos",26,Cherbourg,Greece,,,,male,N,KUALA LUMPUR,MALAYSIA,N
720,721,3rd,"Chronopoulos, Mr Demetrios",18,Cherbourg,Greece,,,,male,Y,,,N
721,722,3rd,"Coelho, Mr Domingos Fernandes",20,Southampton,Portugal,,,,male,N,ISTANBUL,TURKEY,N
722,723,3rd,"Cohen, Mr Gurshon (Gus)",19,Southampton,"London Brooklyn, NY",,,,male,Y,RIO DE JANEIRO,BRAZIL,Y
723,724,3rd,"Colbert, Mr Patrick",24,Queenstown,"Co Limerick, Ireland Sherbrooke, PQ",,,,male,N,HONG KONG,CHINA,N
724,725,3rd,"Coleff, Mr Fotio",24,Southampton,,,,,male,Y,MONTREAL,CANADA,N
725,726,3rd,"Coleff, Mr Peyo",36,Southampton,"Bulgaria Chicago, IL",,,,male,Y,MIAMI BEACH,FLORIDA,N
726,727,3rd,"Conlin, Mr Thomas Henry",31,Queenstown,"Philadelphia, PA",,,,male,Y,VANCOUVER,BRITISH COLUMBIA,N
727,728,3rd,"Connaghton, Mr Michael",31,Queenstown,"Ireland Brooklyn, NY",,,,male,N,MONTREAL,CANADA,N
728,729,3rd,"Connolly, Miss Kate",30,Queenstown,Ireland,,,,female,N,HONG KONG,CHINA,N
729,730,3rd,"Connolly, Miss Kate",22,Queenstown,Ireland,,,,female,N,KUALA LUMPUR,MALAYSIA,Y
730,731,3rd,"Connors, Mr Patrick",,Queenstown,,,,-171,male,N,NICE,FRANCE,N
731,732,3rd,"Cook, Mr Jacob",43,Southampton,,,,,male,Y,,,N
732,733,3rd,"Cor, Mr Bartol",35,Southampton,Austria,,,,male,Y,,,N
733,734,3rd,"Cor, Mr Ivan",27,Southampton,Austria,,,,male,Y,MONTREAL,CANADA,N
734,735,3rd,"Cor, Mr Ludovik",19,Southampton,Austria,,,,male,N,LONDON,UNITED KINGDOM,N
735,736,3rd,"Corn, Mr Harry",30,Southampton,London,,,,male,N,ISTANBUL,TURKEY,N
736,737,3rd,"Coutts, Mrs William (Minnie)",36,Southampton,"England Brooklyn, NY",,,2,female,Y,CAPE TOWN,SOUTH AFRICA,Y
737,738,3rd,"Coutts, Master Neville",3,Southampton,"England Brooklyn, NY",,,2,male,Y,HONOLULU,HAWAII,Y
738,739,3rd,"Coutts, Master William Leslie",9,Southampton,"England Brooklyn, NY",,,2,male,Y,ISTANBUL,TURKEY,Y
739,740,3rd,"Coxon, Mr Daniel",59,Southampton,"Merrill, WI",,,,male,Y,BEIJING,CHINA,N
740,741,3rd,"Crease, Mr Ernest James",19,Southampton,"Bristol, England Cleveland, OH",,,,male,N,KUALA LUMPUR,MALAYSIA,N
741,742,3rd,"Cribb, Mr John Hatfield",44,Southampton,"Bournemouth, England Newark, NJ",,,,male,N,NEW YORK,UNITED STATES,N
742,743,3rd,"Cribb, Miss Laura Alice",17,Southampton,"Bournemouth, England Newark, NJ",,,,female,N,VANCOUVER,BRITISH COLUMBIA,Y
743,744,3rd,"Daher, Mr Tannous",,Cherbourg,,,,,male,N,LONDON,UNITED KINGDOM,N
744,745,3rd,"Dahl, Mr Charles Edward",45,Southampton,"Australia Fingal, ND",,,15,male,N,VANCOUVER,BRITISH COLUMBIA,Y
745,746,3rd,"Dahlberg, Miss Gerda Ulrika",22,Southampton,"Norrlot, Sweden Chicago, IL",,,,female,N,VANCOUVER,BRITISH COLUMBIA,N
746,747,3rd,"Dakic, Mr Branko",19,Southampton,Austria,,,,male,N,CHICAGO,UNITED STATES,N
747,748,3rd,"Daly, Mr Eugene",29,Queenstown,"Co Athlone, Ireland New York, NY",,,B,male,N,CAPE TOWN,SOUTH AFRICA,Y
748,749,3rd,"Daly, Miss Marcella",30,Queenstown,"Co Athlone, Ireland New York, NY",,,,female,N,,,Y
749,750,3rd,"Danbom, Mr Ernst Gilbert",34,Southampton,"Stanton, IA",,,,male,N,HONOLULU,HAWAII,N
750,751,3rd,"Danbom, Mrs Ernst Gilbert (Anna Sigrid Maria Brogren)",28,Southampton,"Stanton, IA",,,,female,Y,ISTANBUL,TURKEY,N
751,752,3rd,"Danbom, Master Gilbert Sigvard Emanuel",0.3333,Southampton,"Stanton, IA",,,,male,Y,EDINBURGH,SCOTLAND,N
752,753,3rd,"Danoff, Mr Yoto",27,Southampton,"Bulgaria Chicago, IL",,,,male,N,BEIJING,CHINA,N
753,754,3rd,"Dantchoff, Mr Khristo",25,Southampton,"Bulgaria Chicago, IL",,,,male,Y,,,N
754,755,3rd,"Davies, Mr Alfred",24,Southampton,"West Bromwich, England Pontiac, MI",,,,male,Y,,,N
755,756,3rd,"Davies, Mr Evan",22,Southampton,,,,,male,Y,BEIJING,CHINA,N
756,757,3rd,"Davies, Mr John",21,Southampton,"West Bromwich, England Pontiac, MI",,,,male,N,RIO DE JANEIRO,BRAZIL,N
757,758,3rd,"Davies, Mr Joseph",17,Southampton,"West Bromwich, England Pontiac, MI",,,,male,N,,,N
758,759,3rd,"Davison, Mr Thomas Henry",,Southampton,"Liverpool, England Bedford, OH",,,,male,N,,,N
759,760,3rd,"Davison, Mrs Thomas Henry (Mary Finck)",,Southampton,"Liverpool, England Bedford, OH",,,,female,N,HONOLULU,HAWAII,Y
760,761,3rd,"Dean, Mr Bertram",26,Southampton,"Devon, England Wichita, KS",,,,male,N,HONG KONG,CHINA,N
761,762,3rd,"Dean, Mrs Bertram (Eva)",33,Southampton,"Devon, England Wichita, KS",,,12,female,N,MONTREAL,CANADA,Y
762,763,3rd,"Dean, Master Bertram Vere",1,Southampton,"Devon, England Wichita, KS",,,12,male,N,CAPE TOWN,SOUTH AFRICA,Y
763,764,3rd,"Dean, Miss Elizabeth Gladys (Millvena)",0.1667,Southampton,"Devon, England Wichita, KS",,,12,female,Y,SYDNEY,AUSTRALIA,Y
764,765,3rd,"Delalic, Mr Regyo",25,Southampton,,,,,male,N,HONOLULU,HAWAII,N
765,766,3rd,"De Messemaeker, Mr William Joseph",36,Southampton,"Tampico, MT",,,15,male,Y,BEIJING,CHINA,Y
766,767,3rd,"De Messemaeker, Mrs William Joseph (Anna)",36,Southampton,"Tampico, MT",,,13,female,Y,SYDNEY,AUSTRALIA,Y
767,768,3rd,"De Mulder, Mr Theo",30,Southampton,"Belgium Detroit, MI",,,,male,Y,RIO DE JANEIRO,BRAZIL,Y
768,769,3rd,"Denkoff, Mr Mito",,Southampton,"Bulgaria Coon Rapids, IA",,,,male,N,,,N
769,770,3rd,"Dennis, Mr Samuel",23,Southampton,,,,,male,Y,MONTREAL,CANADA,N
770,771,3rd,"Dennis, Mr William",26,Southampton,,,,,male,N,LONDON,UNITED KINGDOM,N
771,772,3rd,"Devaney, Miss Margaret",19,Queenstown,"Kilmacowen, Co Sligo, Ireland New York, NY",,,C,female,N,TEL AVIV,ISRAEL,Y
772,773,3rd,"Dewan, Mr Frank",65,Queenstown,,,,,male,N,,,N
773,774,3rd,"Dibo, Mr Elias",,Cherbourg,,,,,male,Y,,,N
774,775,3rd,"Dimic, Mr Jovan",42,Southampton,,,,,male,N,HONG KONG,CHINA,N
775,776,3rd,"Dintcheff, Mr Valtcho",43,Southampton,,,,,male,Y,,,N
776,777,3rd,"Dooley, Mr Patrick",32,Queenstown,"Ireland New York, NY",,,,male,N,KUALA LUMPUR,MALAYSIA,N
777,778,3rd,"Dorkings, Mr Edward Arthur",19,Southampton,"England Oglesby, IL",,,B,male,N,,,Y
778,779,3rd,"Dowdell, Miss Elizabeth",30,Southampton,"Union Hill, NJ",,,13,female,Y,SYDNEY,AUSTRALIA,Y
779,780,3rd,"Doyle, Miss Elizabeth",24,Queenstown,"Ireland New York, NY",,,,female,Y,EDINBURGH,SCOTLAND,N
780,781,3rd,"Drapkin, Miss Jennie",23,Southampton,"London New York, NY",,,,female,N,SANTA MONICA,UNITED STATES,Y
781,782,3rd,"Drazonovic, Mr Josef",,Cherbourg,"Austria Niagara Falls, NY",,,,male,Y,BEIJING,CHINA,N
782,783,3rd,"Driscoll, Miss Bridget",24,Queenstown,"Ballydehob, Co Cork, Ireland New York, NY",,,,female,N,HONOLULU,HAWAII,Y
783,784,3rd,"Duquemin, Mr Joseph",24,Southampton,"England Albion, NY",,,D,male,Y,NICE,FRANCE,Y
784,785,3rd,"Dyker, Mr Adolf Fredrik",23,Southampton,"West Haven, CT",,,,male,Y,NEW YORK,UNITED STATES,N
785,786,3rd,"Dyker, Mrs Adolf Fredrik (Anna Elizabeth Judith Andersson)",22,Southampton,"West Haven, CT",,,,female,N,NICE,FRANCE,Y
786,787,3rd,"Econovic, Mr Joso",,Southampton,Austria-Hungary,,,,male,N,ISTANBUL,TURKEY,N
787,788,3rd,"Edvardsson, Mr Gustaf Hjalmar",18,Southampton,"Tofta, Sweden Joliet, IL",,,,male,N,HONG KONG,CHINA,N
788,789,3rd,"Eklund, Mr Hans Linus",16,Southampton,"Karberg, Sweden Jerome Junction, AZ",,,,male,N,RIO DE JANEIRO,BRAZIL,N
789,790,3rd,"Ekstrom, Mr Johan",45,Southampton,"Effington Rut, SD",,,,male,Y,VANCOUVER,BRITISH COLUMBIA,N
790,791,3rd,"Elias, Mr Elias",,Cherbourg,Syria,,,,male,N,CHICAGO,UNITED STATES,N
791,792,3rd,"Elias, Mr John",,Cherbourg,Syria,,,,male,Y,KUALA LUMPUR,MALAYSIA,N
792,793,3rd,"Elias, Mr Joseph",,Cherbourg,"Syria Ottawa, ON",,,,male,N,SYDNEY,AUSTRALIA,N
793,794,3rd,"Elsbury, Mr James",47,Southampton,"Illinois, USA",,,,male,N,LONDON,UNITED KINGDOM,N
794,795,3rd,"Emanuel, Miss Virginia Ethel",5,Southampton,"New York, NY",,,13,female,Y,VANCOUVER,BRITISH COLUMBIA,Y
795,796,3rd,"Emmeth, Mr Thomas",,Southampton,,,,,male,N,LONDON,UNITED KINGDOM,N
796,797,3rd,"Everett, Thomas James",,Southampton,,,,,male,Y,BEIJING,CHINA,N
797,798,3rd,"Farrell, Mr James",,Queenstown,"Aughnacliff, Co Longford, Ireland New York, NY",,,,male,N,CAPE TOWN,SOUTH AFRICA,N
798,799,3rd,"Finoli, Mr Luigi",,Southampton,"Italy Philadelphia, PA",,,,male,N,,,Y
799,800,3rd,"Fischer, Mr Eberhard Telander",,Southampton,,,,,male,N,HONOLULU,HAWAII,N
800,801,3rd,"Flynn, Mr James",,Queenstown,,,,,male,N,EDINBURGH,SCOTLAND,N
801,802,3rd,"Flynn, Mr John",,Queenstown,,,,,male,Y,EDINBURGH,SCOTLAND,N
802,803,3rd,"Foley, Mr Joseph",,Queenstown,"Ireland Chicago, IL",,,,male,N,EDINBURGH,SCOTLAND,N
803,804,3rd,"Foley, Mr William",,Queenstown,Ireland,,,,male,Y,CHICAGO,UNITED STATES,N
804,805,3rd,"Foo, Mr Choong",,Southampton,"Hong Kong New York, NY",,,,male,N,HONG KONG,CHINA,Y
805,806,3rd,"Ford, Mr Arthur",,Southampton,"Bridgwater, Somerset, England",,,,male,N,EDINBURGH,SCOTLAND,N
806,807,3rd,"Ford, Miss Doolina Margaret",21,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,female,N,BEIJING,CHINA,N
807,808,3rd,"Ford, Mr Edward Watson",18,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,male,Y,NICE,FRANCE,N
808,809,3rd,"Ford, Miss Maggie",9,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,female,N,RIO DE JANEIRO,BRAZIL,N
809,810,3rd,"Ford, Mrs Edward (Margaret Ann)",48,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,female,N,,,N
810,811,3rd,"Ford, Mr Neil Watson",16,Southampton,"Rotherfield, Sussex, England Essex Co, MA",,,,male,Y,BEIJING,CHINA,N
811,812,3rd,"Fox, Mr Patrick",,Queenstown,"Ireland New York, NY",,,,male,N,ISTANBUL,TURKEY,N
812,813,3rd,"Franklin, Mr Charles",,Southampton,,,,,male,N,,,N
813,814,3rd,"Gallagher, Mr Martin",25,Queenstown,"New York, NY",,,,male,Y,EDINBURGH,SCOTLAND,N
814,815,3rd,"Garfirth, Mr John",,Southampton,,,,,male,N,CHICAGO,UNITED STATES,N
815,816,3rd,"Georges, Mrs Shahini Weappi",,Cherbourg,"Youngstown, OH",,,,female,Y,KUALA LUMPUR,MALAYSIA,Y
816,817,3rd,"Gilinski, Mr Leslie",22,Southampton,,,,,male,Y,SANTA MONICA,UNITED STATES,N
817,818,3rd,"Gilnagh, Miss Katie",16,Queenstown,"Co Longford, Ireland New York, NY",,,,female,Y,RIO DE JANEIRO,BRAZIL,Y
818,819,3rd,"Glynn, Miss Mary Agatha",,Queenstown,"Co Clare, Ireland Washington, DC",,,13,female,Y,,,Y
